gene,ppi_degree,phenotype_degree,ppi_betweenness,phenotype_betweenness,module_multiplex,module_ppi,module_phenotype,e1,e2,e3,e4,a1,a2,a3,as,common,common_all,a_specific,e_specific,annotated_type
NF1,21,2,0.00876478070701333,0.0007437013611343676,4,2,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
NFE2L3,2,0,0.00017270516598375665,0.0,3,13,269,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
NFIA,5,1,0.0010596603224263255,0.0,4,4,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NFIB,4,2,5.501896400568874e-05,0.0008189140965301007,4,4,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"Autism 3, Autism S"
NFIX,3,1,5.383879406935063e-05,0.0,4,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
NGFRAP1,1,0,0.0,0.0,1,3,408,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NGLY1,1,0,0.0,0.0,4,2,280,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NHLRC1,5,3,0.0013731269165942418,0.00040911325561327454,2,11,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
NHS,1,0,0.0,0.0,6,5,335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NID1,7,1,1.1459247142961188e-05,0.0,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NIN,3,4,5.808436897472287e-07,0.0,5,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NINL,23,23,0.0009267976243519166,0.0015245123962881002,5,3,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
NIPA1,4,5,8.623742672438206e-05,0.00530829500509833,5,13,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3"
NIPA2,4,4,3.042366820848481e-05,0.0016364530224530981,5,13,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3"
NIPBL,18,8,0.004363628479571113,1.56339772253505e-05,5,3,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
NKAIN3,0,0,0.0,0.0,109,226,322,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NLGN1,22,24,0.00023360641744011584,0.0005239333153503872,6,7,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 2"
NLGN2,22,25,0.0014844258098270489,0.0015603387125984276,6,7,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
NLGN3,21,23,0.000678777891994565,5.011024283425785e-05,6,7,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
NLGN4X,21,27,0.000678777891994565,0.0004101020816588879,6,7,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
NLGN4Y,0,27,0.0,0.0007991863861006645,6,59,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NOD2,5,5,0.0006128198436449897,0.0003393568490734665,1,15,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NOL11,3,5,8.829468702557745e-05,0.0038208401123075203,10,10,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NOL3,0,0,0.0,0.0,107,222,317,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NONO,4,0,7.27409637715628e-05,0.0,1,2,341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NOTCH1,42,53,0.01413265960294433,0.0006737469390988141,1,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NOTCH2NL,1,0,0.0,0.0,1,2,399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NPAS2,13,1,0.0012573055901318273,0.0,1,2,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NPC1,1,1,0.0,0.0,8,13,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NPC1L1,0,1,0.0,0.0,14,294,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NPC2,12,1,0.0009433670364729625,0.0,8,13,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NPRL2,4,4,0.0015538859081311617,7.89050577618017e-05,3,13,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NPRL3,5,5,0.0015288181298325338,0.0009508614918929519,3,13,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NR1D1,6,12,0.00013025516056322064,0.0007842952469269452,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NR2F1,3,6,2.062755910655166e-06,0.0008168513406194457,1,19,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3, Autism S"
NR3C2,5,0,0.0004950972934682834,0.0,9,6,251,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,"Autism 2, Autism S"
NR4A2,2,5,0.00010696530932892592,0.0021152855646199824,8,2,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
NRAS,65,55,0.01809950923055758,0.0010918989833614177,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NRCAM,18,21,0.001544327916416052,0.008157256409478316,3,5,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NRG2,13,87,0.00047282330141765205,0.01722264572018158,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NRG3,15,24,0.0017378277805198566,0.0004232357172780738,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NRP2,7,7,0.00019548888169083206,0.003475690002212977,11,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NRXN1,26,4,0.0014772673967110798,0.0008082772582850439,6,7,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
NRXN2,25,27,0.0013252088481111102,0.0003017063054104254,6,7,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
NRXN3,24,26,0.00038184181163814846,0.0002447008956177582,6,7,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
NSD1,2,5,0.00010062752531953217,0.0,4,6,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
NSDHL,5,0,0.0006634494434286205,0.0,2,14,152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
NSMCE3,4,1,0.0,0.0,5,3,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NTNG1,9,2,6.416814185630916e-05,0.0,11,16,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"Autism 3, Autism S"
NTNG2,9,9,6.416814185630916e-05,0.0007689734181545935,11,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
NTRK1,17,3,0.0014142476773821046,0.0024526167777689924,1,1,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NTRK2,18,29,0.002576450081231649,0.0021149938047343286,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
NTRK3,6,19,4.260917972718417e-05,0.0023654360107797346,11,1,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NUAK1,2,4,2.2042701587264975e-05,0.0005719872817163422,4,14,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
NUBPL,5,26,0.0,0.0001317170866734115,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NUDCD2,0,0,0.0,0.0,129,274,385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
NUP133,28,112,0.003047544371857376,0.005944923547762375,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NXPH1,1,3,0.0,0.0,6,7,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
OCA2,2,3,0.0,0.0,2,4,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
OCLN,3,0,6.565748534921806e-05,0.0,5,15,285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
OCRL,28,0,0.001825963506733364,0.0,8,8,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
ODF3L2,0,0,0.0,0.0,26,49,91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
OFD1,28,5,0.0026381510233033805,2.8908027509516747e-05,5,3,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3"
OPA1,1,1,0.0,0.0,12,12,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
OPHN1,1,4,0.0,6.875853035517219e-07,6,1,22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 2, Autism 2"
OPLAH,3,0,0.0,0.0,2,4,428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
OPRM1,29,7,9.408672819993005e-05,0.0003365651154785793,9,6,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
OR10H2,2,4,0.0,0.0,9,6,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
OR1C1,2,5,0.0,1.031377955327583e-06,9,6,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
OR2M4,2,4,0.0,0.0,9,6,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
OR2T10,2,5,0.0,1.031377955327583e-06,9,6,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
OR52M1,2,4,0.0,0.0,9,6,21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
ORAI1,4,0,3.4137072959722745e-05,0.0,3,5,286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
OTC,11,1,0.004214057212074256,0.0,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
OTUD7A,2,4,6.875853035517219e-07,0.00163714060775665,3,22,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
OTX1,0,7,0.0,0.0016343246630869952,8,42,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
OTX2,6,7,0.00018850134512072585,8.902694614086247e-05,8,2,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
OXT,23,11,0.00033203786909650026,0.0013101324104360255,9,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
OXTR,20,20,1.2075645765253827e-05,0.004139937044277432,9,6,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
P2RX5,0,8,0.0,0.0002254218802360627,9,70,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
P4HA2,9,4,0.0003913557323924392,7.730987889152457e-06,1,1,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
PACS1,1,2,0.0,0.0,7,12,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
PACS2,1,1,0.0,0.0,12,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
PAFAH1B1,46,13,0.004921349461240424,0.003253424767640108,5,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
PAFAH1B2,3,14,7.519653433785987e-06,0.004102282465268687,7,3,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PAH,8,1,0.0019234264804641216,0.0,2,4,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
PAK1,26,121,0.0015513981773575523,0.0026961457384454012,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
PAK2,23,116,0.001374248461409152,0.00199934805904961,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
PAK3,20,86,0.0007846047382275735,0.01288318446045475,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
PAPOLG,0,6,0.0,0.0002122057785436156,10,224,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PARD3B,1,0,0.0,0.0,9,6,381,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
PARN,2,3,8.122849507204011e-05,0.0008189140965301009,10,10,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
PATJ,2,0,9.662540118938662e-05,0.0,12,12,166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PAX5,1,0,0.0,0.0,4,2,126,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
PAX6,22,2,0.005267859943301551,0.00010042025571589486,1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
PBX1,14,0,0.00199917757749902,0.0,4,2,216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PC,14,6,0.00789657041818704,0.0015553099735804764,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
PCCA,10,4,0.0007532762645961251,6.5989989591336304e-06,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
PCCB,9,5,0.0008804840978533762,2.8981553466938203e-05,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
PCDH10,2,0,1.6902069496554733e-05,0.0,3,5,392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDH11X,0,0,0.0,0.0,96,204,294,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDH12,0,4,0.0,6.5320603837413585e-06,10,238,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDH15,3,4,6.076824555623588e-06,0.0032694681183884377,3,3,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3"
PCDH19,5,20,0.000955165634655177,0.0007388379412428454,6,5,14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"Epilepsy 1, Autism 1"
PCDH7,0,7,0.0,0.00019196854842608543,9,174,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDH9,0,0,0.0,0.0,150,317,438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA1,0,0,0.0,0.0,60,126,197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA10,5,0,0.0032925595248327164,0.0,7,14,366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA11,3,0,0.0009437681279000343,0.0,7,14,290,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA12,1,0,0.0,0.0,7,14,312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA13,0,0,0.0,0.0,146,309,425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA2,1,0,0.0,0.0,4,4,448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA3,2,0,5.156889776637915e-07,0.0,7,14,373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA4,3,3,1.8335608094712584e-06,0.0,7,14,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA5,0,0,0.0,0.0,44,89,142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA6,2,3,8.021828541436755e-07,0.0,7,14,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA7,3,0,4.010914270718378e-07,0.0,7,14,340,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA8,0,0,0.0,0.0,156,332,455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHA9,5,0,0.002351312543045705,0.0,7,14,196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHAC1,0,0,0.0,0.0,87,180,260,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHAC2,0,0,0.0,0.0,33,68,110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PCDHB13,0,0,0.0,0.0,58,121,193,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHB4,0,0,0.0,0.0,90,185,270,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGA1,0,0,0.0,0.0,108,223,318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGA10,0,0,0.0,0.0,67,140,207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGA11,0,0,0.0,0.0,102,214,304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGA12,0,0,0.0,0.0,57,118,187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGA2,0,0,0.0,0.0,97,205,295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGA3,0,0,0.0,0.0,112,232,330,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGA4,0,0,0.0,0.0,54,112,179,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGA5,0,0,0.0,0.0,66,139,205,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGA6,0,0,0.0,0.0,137,287,401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGA7,0,0,0.0,0.0,128,271,383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGA8,0,0,0.0,0.0,147,310,426,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGA9,0,0,0.0,0.0,114,236,333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGB1,1,0,0.0,0.0,17,26,324,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGB2,0,0,0.0,0.0,133,282,390,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGB3,0,0,0.0,0.0,148,312,431,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGB4,0,0,0.0,0.0,59,123,195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGB5,1,0,0.0,0.0,17,26,360,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGB6,0,0,0.0,0.0,79,168,243,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGB7,0,0,0.0,0.0,154,328,451,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGC3,0,0,0.0,0.0,105,219,310,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGC4,0,0,0.0,0.0,139,292,407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCDHGC5,0,0,0.0,0.0,110,229,326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PCLO,2,4,0.0001615633335331613,0.00022442153190108113,10,10,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
PCM1,25,19,0.0005120582093988691,0.0008076042217564348,5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PDCD1,3,17,0.0,3.957331639685093e-06,1,15,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PDE10A,7,2,0.0005685296404833631,0.0032674053624777827,2,4,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
PDE1C,7,9,0.0005685296404833631,0.0091619991064756,9,4,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PDHA1,10,3,0.0015105587043550432,0.0008189140965301009,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
PDHX,6,6,0.000246637668319886,0.005013727495139594,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
PDK2,5,3,0.0014198038131821703,0.0014098375694089813,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PDSS2,6,3,7.154432929530082e-06,0.0008189140965301007,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
PDX1,3,5,9.572543384313879e-05,0.00018944677497982146,4,2,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
PDYN,29,5,4.2258332220970644e-05,0.0,9,6,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
PER1,7,1,0.00019470524119331663,0.0,1,2,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
PER2,8,1,0.00025720503695669404,0.0,1,2,61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
PET100,0,7,0.0,6.541016214840469e-06,2,242,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
PEX13,13,8,0.0004896921782903475,0.001472403107918794,2,14,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
